hike_name,hike_url,difficulty,overall_rating,area,traffic_level,distance,elevation,loop,out_and_back,point_to_point,latitude,longitude,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,backpacking,bird_watching,hike_id
Laguna Meadow Trail,https://www.alltrails.com/trail/us/texas/laguna-meadow-trail?ref=result-card,2,4.5,Big Bend National Park,2,7.8,1755.0,0,1,0,29.27064,-103.30095,0,0,1,0,0,0,1,1,0,1,Texashike109
Window View Trail,https://www.alltrails.com/trail/us/texas/window-view-trail?ref=result-card,1,4.0,Big Bend National Park,3,0.3,13.0,1,0,0,29.27017,-103.301,0,1,0,0,0,0,1,1,0,1,Texashike110
The Dam Drop Loop,https://www.alltrails.com/trail/us/texas/the-dam-drop-loop?ref=result-card,2,4.0,Marion Sansom Park,2,2.5,223.0,1,0,0,32.79564,-97.41315,0,0,0,0,0,0,0,0,0,1,Texashike111
Outer Mountain Loop,https://www.alltrails.com/trail/us/texas/outer-mountain-loop?ref=result-card,3,4.5,Big Bend National Park,1,24.1,5708.0,1,0,0,29.2164,-103.36906,0,0,1,0,0,0,0,1,1,0,Texashike112
The Tribute Shoreline Nature Trail,https://www.alltrails.com/trail/us/texas/the-tribute-shoreline-nature-trail?ref=result-card,1,4.0,"The Colony, Texas",2,4.1,36.0,1,0,0,33.10217,-96.9263,1,1,0,0,0,1,1,1,0,1,Texashike113
Turkey Pass Trail at Enchanted Rock,https://www.alltrails.com/trail/us/texas/turkey-pass-trail-at-enchanted-rock?ref=result-card,2,4.5,Enchanted Rock State Natural Area,1,3.1,593.0,1,0,0,30.49738,-98.81829,0,0,0,0,1,0,1,1,0,1,Texashike114
Elm Fork Trail,https://www.alltrails.com/trail/us/texas/elm-fork-trail?ref=result-card,1,4.0,"Denton, Texas",3,3.5,75.0,0,1,0,33.12931,-97.1037,1,0,0,0,1,1,0,0,0,0,Texashike115
Juniper Cliffside Trail and Juniper Riverside Trail  Loop,https://www.alltrails.com/trail/us/texas/juniper-cliffside-trail-and-juniper-riverside-trail-loop?ref=result-card,1,4.0,Palo Duro Canyon State Park,2,2.0,177.0,1,0,0,34.93625,-101.64934,1,1,1,0,1,0,1,1,0,0,Texashike116
"Prairie, Painted Bunting, Barred Owl, and Live Oak Trails Loop",https://www.alltrails.com/trail/us/texas/prairie-painted-bunting-barred-owl-and-live-oak-trails-loop?ref=result-card,1,4.0,Guadalupe River State Park,3,5.1,236.0,1,0,0,29.85162,-98.50173,1,1,0,0,1,0,1,1,0,0,Texashike117
Ernst Tinaja Trail,https://www.alltrails.com/trail/us/texas/ernst-tinaja-trail?ref=result-card,1,4.5,Big Bend National Park,2,1.9,131.0,0,1,0,29.25105,-103.02342,0,1,1,0,0,0,1,1,0,0,Texashike118
Rim Rock Loop Trail,https://www.alltrails.com/trail/us/texas/rim-rock-loop-trail?ref=result-card,1,4.5,Balcones Canyonlands National Wildlife Refuge,2,1.8,298.0,1,0,0,30.62117,-98.07406,0,1,0,0,0,0,1,1,0,1,Texashike119
Marine Creek Lake Trail,https://www.alltrails.com/trail/us/texas/marine-creek-lake-trail?ref=result-card,1,4.5,Marine Creek Lake Park,2,5.78,413,1,0,0,32.82612,-97.3895,1,1,0,0,0,1,0,0,0,1,Texashike120
Tyler State Park Lake Loop Trail,https://www.alltrails.com/trail/us/texas/tyler-state-park-trail?ref=result-card,2,4.5,Tyler State Park,3,1.99,49,1,0,0,32.48017,-95.2958,1,0,1,1,1,1,1,1,0,1,Texashike121
"River Trail, Highlander, Half Bopp, Bat Cave, Drain Pipe, Acts of Faith, Sidewinder, California 56",https://www.alltrails.com/trail/us/texas/river-trail-highlander-half-bopp-bat-cave-drain-pipe-acts-of-faith-sidewinder-california-56?ref=result-card,2,4.5,Cameron Park,3,5.9,636.0,1,0,0,31.5752,-97.14745,1,1,0,0,1,0,1,1,0,1,Texashike122
Trinity River Trail,https://www.alltrails.com/trail/us/texas/trinity-river-trails?ref=result-card,1,4.0,"Fort Worth, Texas",3,17.8,564.0,0,0,1,32.7662,-97.2683,1,1,0,0,1,0,1,0,0,0,Texashike123
Mount Ol' Baldy,https://www.alltrails.com/trail/us/texas/mount-ol-baldy?ref=result-card,2,4.5,Garner State Park,3,1.0,436.0,0,1,0,29.57997,-99.73375,1,1,0,0,0,0,0,0,0,0,Texashike124
Lost Pines Trail,https://www.alltrails.com/trail/us/texas/lost-pines-trail?ref=result-card,2,4.0,Bastrop State Park,2,7.4,554.0,1,0,0,30.11066,-97.28057,1,0,0,0,0,0,1,1,0,1,Texashike125
Canyon Creek Nature Trail,https://www.alltrails.com/trail/us/texas/canyon-creek-nature-trail?ref=result-card,2,4.0,Trailhead Park,2,5.0,377.0,1,0,0,30.43869,-97.82185,1,0,0,0,0,0,0,1,0,1,Texashike126
McKittrick Canyon Trail (Shorter Option),https://www.alltrails.com/trail/us/texas/mckittrick-canyon-trail-shorter-option?ref=result-card,2,4.5,Guadalupe Mountains Wilderness,2,7.9,574.0,0,1,0,31.97747,-104.75201,0,0,0,0,0,0,0,0,0,0,Texashike127
Huck Finn Trail,https://www.alltrails.com/trail/us/texas/huck-finn-trail?ref=result-card,1,4.0,"Richardson, Texas",2,1.4,39.0,0,1,0,32.98954,-96.71619,1,1,0,1,1,0,1,1,0,1,Texashike128
"Hillview, Red Oak, and Cedar Flats Trails",https://www.alltrails.com/trail/us/texas/hillview-red-oak-and-cedar-flats-trails?ref=result-card,2,4.5,Eisenhower Park,3,2.6,331.0,1,0,0,29.62188,-98.57371,1,0,0,0,0,0,1,1,0,1,Texashike129
Middle Lake Trail Loop,https://www.alltrails.com/trail/us/texas/middle-lake-trail-loop?ref=result-card,1,4.0,W G Jones State Forest,3,7.2,111.0,1,0,0,30.23129,-95.49841,1,1,0,0,0,1,0,0,0,0,Texashike130
San Antonio River Walk Mission Reach Trail,https://www.alltrails.com/trail/us/texas/san-antonio-river-walk-mission-reach-trail?ref=result-card,1,4.5,Roosevelt Park,0,5.7,141.0,1,0,0,29.41212,-98.49642,1,1,1,0,0,0,0,0,0,1,Texashike131
"San Marcos River, Mesquite Flats, and Ottine Swamp Trails",https://www.alltrails.com/trail/us/texas/san-marcos-river-mesquite-flats-and-ottine-swamp-trails?ref=result-card,1,4.5,Palmetto State Park,2,3.0,55.0,1,0,0,29.58919,-97.58404,1,1,1,0,1,1,1,1,0,1,Texashike132
East End Park,https://www.alltrails.com/trail/us/texas/east-end-park?ref=result-card,1,4.5,East End Park,2,4.5,52.0,1,0,0,30.0656,-95.15306,1,1,0,0,1,0,1,1,0,0,Texashike133
"Wolf Mountain, Juniper Ridge and South Loop Equestrian Trail",https://www.alltrails.com/trail/us/texas/wolf-mountain-juniper-ridge-and-south-loop-equestrian-trail?ref=result-card,2,4.5,Pedernales Falls State Park,2,6.6,374.0,1,0,0,30.30729,-98.25555,1,0,0,0,0,0,0,0,0,0,Texashike134
Closed Canyon Trail,https://www.alltrails.com/trail/us/texas/closed-canyon-trail?ref=result-card,2,4.5,Big Bend Ranch State Park,2,1.8,396.0,0,1,0,29.32765,-104.02823,1,1,0,0,1,0,1,0,0,0,Texashike135
CCC Trail,https://www.alltrails.com/trail/us/texas/ccc-trail?ref=result-card,1,4.5,Palo Duro Canyon State Park,2,2.7,531.0,0,1,0,34.98026,-101.69091,0,0,0,0,0,0,1,0,0,1,Texashike136
Emory Peak Loop via Pinnacles & Laguna Meadow,https://www.alltrails.com/trail/us/texas/emory-peak-loop-via-pinnacles-laguna-meadow?ref=result-card,3,4.5,Big Bend National Park,2,10.8,2680.0,1,0,0,29.27048,-103.30166,0,0,1,0,0,0,1,1,0,0,Texashike137
Joe Johnston Route Trail,https://www.alltrails.com/trail/us/texas/joe-johnston-route-trail?ref=result-card,2,4.5,Government Canyon State Natural Area,3,9.3,652.0,1,0,0,29.54867,-98.76451,0,0,0,0,0,0,1,1,0,1,Texashike138
Randy Morrow Trail from Lake Georgetown,https://www.alltrails.com/trail/us/texas/randy-morrow-trail-from-lake-georgetown?ref=result-card,1,4.0,"Georgetown, Texas",3,5.9,193.0,0,0,1,30.6741,-97.72368,1,1,0,1,1,0,1,0,0,0,Texashike139
Trinity River Trail (Oakmont Park),https://www.alltrails.com/trail/us/texas/trinity-river-trail-oakmont-park?ref=result-card,1,4.5,Oakmont Park,2,5.4,203.0,0,1,0,32.66693,-97.42929,1,1,0,0,1,0,1,0,0,1,Texashike140
Pickett Trail,https://www.alltrails.com/trail/us/texas/pickett-trail?ref=result-card,2,4.5,Blue Hole Park,3,1.3,85.0,0,1,0,30.64264,-97.67914,1,1,0,0,1,0,0,0,0,1,Texashike141
Jack Brooks Park Trail,https://www.alltrails.com/trail/us/texas/jack-brooks-park-trail?ref=result-card,2,4.5,Jack Brooks Park,2,3.4,13.0,1,0,0,29.36219,-95.04132,1,0,0,0,0,0,0,0,0,1,Texashike142
Squabble Creek Trail,https://www.alltrails.com/trail/us/texas/squabble-creek-trail?ref=result-card,2,4.0,Squabble Creek Bike Trails Park,2,4.4,111.0,1,0,0,32.94802,-96.46759,1,1,0,0,0,0,0,1,0,1,Texashike143
Pedernales 5.5 Mile Loop,https://www.alltrails.com/trail/us/texas/pedernales-55-mile-loop?ref=result-card,1,4.0,Pedernales Falls State Park,2,5.5,590.0,1,0,0,30.31412,-98.24979,1,1,0,1,1,0,0,0,0,1,Texashike144
Dominion at Great Hills Trail,https://www.alltrails.com/trail/us/texas/dominion-at-great-hills-trail?ref=result-card,2,4.0,"Austin, Texas",3,1.8,232.0,1,0,0,30.40069,-97.77541,1,0,0,0,1,0,1,1,0,0,Texashike145
Leon Creek Greenway Trail,https://www.alltrails.com/trail/us/texas/leon-creek-greenway-trail?ref=result-card,1,4.5,Leon Creek Greenway Park,3,5.3,196.0,0,1,0,29.53562,-98.64071,1,1,0,0,1,0,0,1,0,0,Texashike146
Salado Greenway Trail North from Hardberger Park,https://www.alltrails.com/trail/us/texas/salado-greenway-trail-north-from-hardberger-park?ref=result-card,2,4.5,Phil Hardberger Park,3,10.8,331.0,0,1,0,29.56149,-98.52046,1,0,0,0,1,0,1,0,0,1,Texashike147
Lytle's Loop Trail,https://www.alltrails.com/trail/us/texas/lytles-loop-trail?ref=result-card,1,4.0,Government Canyon State Natural Area,3,4.4,131.0,1,0,0,29.54887,-98.75872,1,1,0,0,0,0,1,1,0,1,Texashike148
Ross Maxwell Scenic Drive,https://www.alltrails.com/trail/us/texas/ross-maxwell-scenic-drive?ref=result-card,1,4.5,Big Bend National Park,2,30.9,1725.0,0,0,1,29.32203,-103.38324,0,1,0,0,1,0,0,0,0,0,Texashike149
San Antonio Mission Trail,https://www.alltrails.com/trail/us/texas/san-antonio-mission-trail?ref=result-card,1,4.5,Concepcion Park,2,15.1,413,1,0,0,29.39008,-98.49162,1,1,0,0,1,0,0,0,0,1,Texashike150
Spicewood Valley Trail,https://www.alltrails.com/trail/us/texas/spicewood-valley-trail--2?ref=result-card,2,4.0,Mountain View Park,2,2.1,127.0,0,1,0,30.42282,-97.79375,1,1,0,1,0,1,0,1,0,0,Texashike151
Cypress Creek Trail,https://www.alltrails.com/trail/us/texas/cypress-creek-trail?ref=result-card,1,4.0,Little Cypress Creek Preserve,3,2.3,36.0,1,0,0,29.99053,-95.65371,1,1,0,0,1,0,1,1,0,1,Texashike152
Onion Creek Trail,https://www.alltrails.com/trail/us/texas/onion-creek?ref=result-card,2,4.0,McKinney Falls State Park,3,3.6,203.0,1,0,0,30.18375,-97.72578,1,1,0,0,1,0,1,1,0,1,Texashike153
"Givens, Spicer & Lowry Trail to the Lighthouse Trail and Paseo del Rio",https://www.alltrails.com/trail/us/texas/givens-spicer-lowry-trail-to-the-lighthouse-trail-and-paseo-del-rio?ref=result-card,2,4.5,Palo Duro Canyon State Park,2,7.89,636,1,0,0,34.96568,-101.67283,0,0,0,0,0,0,1,1,0,1,Texashike154
Green Ridge Trail,https://www.alltrails.com/trail/us/texas/green-ridge-trail?ref=result-card,2,4.5,Memorial Park,2,2.7,127.0,0,1,0,29.76312,-95.42789,1,0,0,0,0,0,1,0,0,1,Texashike155
Campion Trail,https://www.alltrails.com/trail/us/texas/campions-trail?ref=result-card,1,4.0,California Crossing Park,3,12.1,144.0,0,1,0,32.86241,-96.92546,1,1,0,0,1,1,0,0,0,0,Texashike156
Fossil Ridge Loop Trail,https://www.alltrails.com/trail/us/texas/fossil-ridge-loop-trail?ref=result-card,2,4.5,Cleburne State Park,2,4.1,344.0,1,0,0,32.25922,-97.55298,1,0,1,0,0,1,0,1,0,0,Texashike157
Cypress Creek Hike & Bike Trail,https://www.alltrails.com/trail/us/texas/cypress-creek-hike-bike-trail?ref=result-card,1,4.5,"Houston, Texas",2,4.9,88.0,1,0,0,29.98314,-95.57766,1,0,0,0,0,0,0,0,0,0,Texashike158
Cleburne Perimeter Loop,https://www.alltrails.com/trail/us/texas/cleburne-perimeter-loop?ref=result-card,2,4.5,Cleburne State Park,2,10.3,980.0,1,0,0,32.25431,-97.55123,1,0,1,0,0,1,1,1,0,0,Texashike159
Spring Lake Preserve Loop,https://www.alltrails.com/trail/us/texas/spring-lake-preserve-loop?ref=result-card,1,4.5,Spring Lake Reserve,2,4.3,377.0,1,0,0,29.89443,-97.9291,1,1,0,0,0,1,1,0,0,1,Texashike160
Tinaja and Dogleg Canyon Loop,https://www.alltrails.com/trail/us/texas/tinaja-and-dogleg-canyon-loop?ref=result-card,2,4.5,Colorado Bend State Park,2,6.4,695.0,1,0,0,31.04092,-98.48532,0,0,0,0,0,0,0,0,0,1,Texashike161
St. Edwards Park Greenbelt Trail,https://www.alltrails.com/trail/us/texas/st-edwards-park-greenbelt-trail?ref=result-card,1,4.5,St Edwards Park,3,0.8,32.0,1,0,0,30.40674,-97.79032,0,1,0,0,0,0,1,0,0,1,Texashike162
North Shore Trail: Murrell Park to Rockledge Park,https://www.alltrails.com/trail/us/texas/north-shore-trail-murrell-park-to-rockledge-park?ref=result-card,2,4.5,Murrell Park,3,7.6,357.0,1,0,0,32.99676,-97.09007,1,1,0,0,0,1,0,0,0,1,Texashike163
Hawk Trail to Cottontail Bend Loop,https://www.alltrails.com/trail/us/texas/tandy-hills-trail?ref=result-card,2,4.0,Tandy Hills Park,2,1.68,194,0,1,0,32.74523,-97.27648,1,0,0,0,0,0,1,1,0,0,Texashike164
Tyler State Park C and D Loop Trail,https://www.alltrails.com/trail/us/texas/tyler-state-park-c-and-d-loop-trail?ref=result-card,2,4.5,Tyler State Park,3,3.3,354.0,1,0,0,32.48232,-95.29481,1,0,0,0,0,0,1,0,0,1,Texashike165
Wildcat Canyon and Far Reaches Loop Trail,https://www.alltrails.com/trail/us/texas/wildcat-canyon-and-far-reaches-loop-trail?ref=result-card,2,4.0,Government Canyon State Natural Area,2,6.77,449,1,0,0,29.54845,-98.76503,0,0,0,0,0,0,1,1,0,1,Texashike166
Old Ore OHV Road,https://www.alltrails.com/trail/us/texas/old-ore-road?ref=result-card,2,4.5,Big Bend National Park,1,26.5,1115.0,0,0,1,29.48783,-103.09819,0,0,0,0,0,0,0,0,0,0,Texashike167
Inks Lake State Park Loop,https://www.alltrails.com/trail/us/texas/inks-lake-state-park-loop?ref=result-card,1,4.5,Inks Lake State Park,2,1.2,91.0,1,0,0,30.7457,-98.36075,1,1,1,1,1,1,0,0,0,0,Texashike168
Government Canyon Loop,https://www.alltrails.com/trail/us/texas/government-canyon-loop?ref=result-card,2,4.5,Government Canyon State Natural Area,2,12.3,767.0,1,0,0,29.54891,-98.76001,0,0,0,0,0,0,0,0,0,0,Texashike169
San Gabriel River from Blue Hole,https://www.alltrails.com/trail/us/texas/san-gabriel-trail?ref=result-card,1,4.0,"Georgetown, Texas",3,10.4,380.0,0,1,0,30.64196,-97.67909,1,1,0,0,1,0,0,0,0,0,Texashike170
Sister Grove Park Trail,https://www.alltrails.com/trail/us/texas/sister-grove-park-trail?ref=result-card,2,4.5,Blue Ridge Park,2,7.6,377.0,1,0,0,33.183,-96.4465,0,0,0,0,1,0,1,1,0,1,Texashike171
Walnut Creek Trail,https://www.alltrails.com/trail/us/texas/walnut-creek-trail--2?ref=result-card,2,4.0,"Austin, Texas",2,19.5,597.0,0,1,0,30.26161,-97.68491,1,1,0,0,0,1,1,1,0,1,Texashike172
Breckenridge Park Trail,https://www.alltrails.com/trail/us/texas/breckenridge-park-trail?ref=result-card,1,4.5,Breckenridge Park,2,4.3,72.0,1,0,0,32.99644,-96.62603,1,1,0,0,0,0,1,1,0,1,Texashike173
Elm Fork Greenbelt Trail,https://www.alltrails.com/trail/us/texas/elm-fork-greenbelt-trail?ref=result-card,1,4.0,Ray Roberts Lake State Park,1,11.0,108.0,0,0,1,33.3519,-97.04773,1,1,0,0,1,1,1,1,0,0,Texashike174
Pilot Knoll Trail,https://www.alltrails.com/trail/us/texas/pilot-knoll-trail?ref=result-card,1,4.0,Pilot Knoll Park,3,7.9,223.0,0,1,0,33.1089,-97.07768,1,1,0,0,0,1,1,0,0,1,Texashike175
Pilant Lake to Bluestem Trail and Riverview Trail,https://www.alltrails.com/trail/us/texas/pilant-lake-to-bluestem-trail-and-riverview-trail?ref=result-card,2,4.0,Brazos Bend State Park,2,15.6,209.0,1,0,0,29.37037,-95.62733,1,0,0,0,1,1,0,1,0,1,Texashike176
Williamson Park Nature Trail,https://www.alltrails.com/trail/us/texas/williamson-park-nature-trail?ref=result-card,1,4.5,"Leander, Texas",3,3.2,85.0,1,0,0,30.56102,-97.76757,1,1,0,0,0,0,1,1,0,1,Texashike177
Cypresswood Trail,https://www.alltrails.com/trail/us/texas/cypresswood-trail?ref=result-card,1,4.5,Cypresswood Park,3,6.2,85.0,1,0,0,30.00988,-95.50936,1,1,0,0,1,0,1,0,0,0,Texashike178
Seymour Lieberman Exercise Trail,https://www.alltrails.com/trail/us/texas/seymour-lieberman-exercise-trail?ref=result-card,1,4.5,Memorial Park,3,2.9,9.0,1,0,0,29.76904,-95.44553,1,1,0,0,0,0,0,0,0,0,Texashike179
Rock Garden to Fortress Bluff Trail,https://www.alltrails.com/trail/us/texas/rock-garden-to-fortress-bluff-trail?ref=result-card,2,4.5,Palo Duro Canyon State Park,2,9.4,1145.0,0,1,0,34.94055,-101.65177,0,0,0,0,0,0,0,0,0,1,Texashike180
Memorial Park Red Trail,https://www.alltrails.com/trail/us/texas/memorial-park-red-trail?ref=result-card,1,4.0,Memorial Park,3,1.1,6.0,1,0,0,29.76457,-95.44139,1,1,0,0,0,0,1,1,0,1,Texashike181
George Mitchell Preserve,https://www.alltrails.com/trail/us/texas/george-mitchel-preserve-trails?ref=result-card,1,4.5,George Mitchell Preserve,2,5.6,95.0,1,0,0,30.16281,-95.51785,1,1,0,0,1,0,1,1,0,0,Texashike182
Emory Peak - Northeast Rim - South Rim Loop,https://www.alltrails.com/trail/us/texas/emory-peak-northeast-rim-south-rim-loop?ref=result-card,3,5.0,Big Bend National Park,3,17.1,3681.0,1,0,0,29.27465,-103.30115,0,0,1,0,0,0,0,1,1,1,Texashike183
Waterloo Cave Trail,https://www.alltrails.com/trail/us/texas/waterloo-cave-trail?ref=result-card,1,4.5,Waterloo Lake Regional Park,2,1.9,82.0,1,0,0,33.74214,-96.5661,1,1,0,0,0,1,1,1,0,0,Texashike184
Clear Creek Natural Heritage Center Loop Trail,https://www.alltrails.com/trail/us/texas/clear-creek-natural-heritage-center-loop-trail?ref=result-card,1,4.0,Ray Roberts Lake State Park,2,3.3,59.0,1,0,0,33.25863,-97.06304,1,1,0,0,1,1,1,1,0,1,Texashike185
Dante's Trail and Backend Loop,https://www.alltrails.com/trail/us/texas/dantes-trail-and-backend-loop?ref=result-card,2,4.5,Purgatory Creek Greenspace,2,2.5,213.0,1,0,0,29.88361,-97.97778,1,1,0,0,0,0,1,1,1,1,Texashike186
Cattail Pond Trail and Cedar Brake Trail Loop,https://www.alltrails.com/trail/us/texas/cattail-pond-trail-and-cedar-brake-trail-loop?ref=result-card,2,4.5,Cedar Ridge Preserve,0,3.98,509,1,0,0,32.63869,-96.95862,1,0,0,0,0,0,0,1,0,0,Texashike187
Arbor Hills Nature Preserve Outer Loop,https://www.alltrails.com/trail/us/texas/arbor-hills-nature-preserve-outer-loop?ref=result-card,1,4.5,Arbor Hills Nature Preserve,2,2.42,121,1,0,0,33.04858,-96.84786,1,1,0,0,0,0,0,1,0,1,Texashike188
Kirby Nature Trail,https://www.alltrails.com/trail/us/texas/big-thicket-kirby-nature-trail?ref=result-card,1,4.5,Big Thicket National Preserve,2,3.8,91.0,1,0,0,30.46156,-94.35094,1,1,0,0,1,0,1,1,0,1,Texashike189
Barton Creek Greenbelt Loop,https://www.alltrails.com/trail/us/texas/barton-creek-greenbelt-loop?ref=result-card,2,4.0,Barton Creek Greenbelt,2,5.2,725.0,1,0,0,30.2751,-97.82496,0,0,0,0,0,0,0,0,0,0,Texashike190
Lone Star Hiking Trail: West Fork San Jacinto River to FM 149,https://www.alltrails.com/trail/us/texas/lone-star-hiking-trail-west-fork-san-jacinto-river-to-fm-149?ref=result-card,2,4.0,Sam Houston National Forest,2,17.3,767.0,0,0,1,30.56413,-95.63536,1,0,0,0,1,0,0,0,0,0,Texashike191
4 - C National Recreation Hiking Trail,https://www.alltrails.com/trail/us/texas/4-c-national-recreation-hiking-trail?ref=result-card,1,4.0,Davy Crockett National Forest,2,19.0,1020.0,0,0,1,31.56596,-95.16349,1,0,1,0,1,1,1,0,1,1,Texashike192
White Rock Creek Trail,https://www.alltrails.com/trail/us/texas/white-rock-creek-trail?ref=result-card,2,4.0,Anderson-Bonner Park,2,8.7,193.0,0,1,0,32.92719,-96.78539,1,1,0,0,1,0,1,0,0,0,Texashike193
Lake Mineral Wells Trail,https://www.alltrails.com/trail/us/texas/lake-mineral-wells-trail?ref=result-card,1,4.0,Lake Mineral State Park & Trailway,2,6.8,203.0,1,0,0,32.83441,-98.03649,1,1,1,0,0,1,1,1,0,1,Texashike194
Shoal Creek Greenbelt,https://www.alltrails.com/trail/us/texas/shoal-creek-greenbelt?ref=result-card,1,4.0,Shoal Creek Greenbelt,2,5.3,180.0,0,1,0,30.26883,-97.75115,1,1,0,0,1,0,1,0,0,1,Texashike195
Rio Medina Trail,https://www.alltrails.com/trail/us/texas/rio-medina-trail?ref=result-card,1,4.5,Medina River Natural Area,2,12.6,459.0,0,1,0,29.26416,-98.57863,0,0,0,0,1,0,1,1,0,1,Texashike196
Basin Loop Trail,https://www.alltrails.com/trail/us/texas/basin-loop?ref=result-card,1,4.0,Big Bend National Park,2,2.4,465.0,1,0,0,29.27052,-103.3016,0,1,0,0,0,0,0,1,0,0,Texashike197
Sansom Blue Trail,https://www.alltrails.com/trail/us/texas/sansom-blue-trail?ref=result-card,2,4.0,Marion Sansom Park,2,2.1,223.0,1,0,0,32.79599,-97.41277,1,1,0,0,0,1,1,1,0,1,Texashike198
LBJ Grasslands Red Trail,https://www.alltrails.com/trail/us/texas/lbj-red-trail?ref=result-card,2,4.5,Lyndon B. Johnson National Grassland,2,8.8,472.0,1,0,0,33.37519,-97.584,1,0,1,0,1,1,0,0,0,1,Texashike199
Tuff Canyon Trail,https://www.alltrails.com/trail/us/texas/tuff-canyon-trail?ref=result-card,1,4.0,Big Bend National Park,1,1.0,98.0,0,1,0,29.14949,-103.48735,0,1,0,0,0,0,1,1,0,1,Texashike200
Dorba Trail Short Loop,https://www.alltrails.com/trail/us/texas/dorba-trail-short-loop?ref=result-card,1,4.5,Cedar Hill State Park,3,2.7,137.0,1,0,0,32.60998,-96.99747,0,0,0,0,0,1,0,1,0,0,Texashike201
Lost Maples Extra Loop Trail,https://www.alltrails.com/trail/us/texas/lost-maples-extra-loop-trail?ref=result-card,2,4.5,Lost Maples State Park,2,7.1,928.0,1,0,0,29.81628,-99.57168,1,0,0,0,0,0,1,0,0,1,Texashike202
Penitentiary Hollow Trail,https://www.alltrails.com/trail/us/texas/penitentiary-hollow-trail?ref=result-card,2,4.5,Lake Mineral State Park & Trailway,2,1.2,187.0,0,1,0,32.81544,-98.03264,1,0,0,0,0,1,1,1,0,1,Texashike203
L B Houston Nature Trail,https://www.alltrails.com/trail/us/texas/l-b-houston-park-nature-trail?ref=result-card,1,4.0,California Crossing Park,0,7.6,88.0,1,0,0,32.86666,-96.92268,1,1,0,0,1,0,0,1,0,1,Texashike204
Lower Burro Mesa Pouroff Trail,https://www.alltrails.com/trail/us/texas/lower-burro-mesa-pouroff-trail?ref=result-card,1,4.0,Big Bend National Park,2,1.0,144.0,0,1,0,29.23407,-103.40705,0,1,0,1,0,0,1,1,0,1,Texashike205
El Capitan Trail,https://www.alltrails.com/trail/us/texas/el-capitan-trail?ref=result-card,2,4.5,Guadalupe Mountains National Park,1,9.6,1689.0,0,1,0,31.89653,-104.82816,0,0,1,0,0,0,0,0,0,0,Texashike206
San Gabriel River Trail and Goodwater Loop,https://www.alltrails.com/trail/us/texas/san-gabriel-river-trail-and-goodwater-loop?ref=result-card,1,4.5,Tejas Park,2,2.8,65.0,1,0,0,30.6963,-97.82715,1,1,0,0,1,0,0,1,0,0,Texashike207
LBJ Grasslands Yellow Trail,https://www.alltrails.com/trail/us/texas/lbj-grasslands-yellow-trail?ref=result-card,1,4.5,Lyndon B. Johnson National Grassland,1,9.6,518.0,1,0,0,33.3746,-97.58366,0,0,1,0,0,0,1,1,1,0,Texashike208
Pinnacles Trail,https://www.alltrails.com/trail/us/texas/pinnacles-trail?ref=result-card,3,4.5,Big Bend National Park,2,8.0,1965.0,0,1,0,29.27019,-103.30096,0,0,0,0,0,0,0,0,0,0,Texashike209
